Sample name	Virus	BH p-value	Raw p-value	Orig p-value	Assigned counts	Assigned peptides	Total sample hits	Total filtered sample hits
APP1224	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Poxviridae;-__Chordopoxvirinae;g__Orthopoxvirus;s__Ectromelia_virus	2.0466933309444e-12	3.13910020083497e-14	1.734656440820913e-12	73.001	558;1613;1670;2057;3043;5248;10102;10378;35714;35713;51173;17399;17400;36694;62446;62447;73843;36619;36620;47787;62426;69953;13555;15730;15836;15923;17233;17340;17344;18867;18893;18894;19155;36343;36599;36603;36604;36769;38522;38536;38537;42206;42257;42258;42313;42314;42316;47697;47698;49333;53918;54987;55783;62518;62523;62529;62664;62678;62851;63013;63173;63174;63177;70705;72880;73738;73742;73743;73748;73842;74918;74920;75249	378.0	328.0
APP1224	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Poxviridae;-__Chordopoxvirinae;g__Orthopoxvirus;s__Monkeypox_virus	9.803206985068261e-13	1.039197245462469e-14	6.319239179705977e-13	74.001	558;1613;1670;2057;5248;10102;10378;35714;35713;51173;17399;17400;36694;62446;62447;73843;36619;36620;47787;62426;69953;69954;13555;15730;15836;15923;17233;17340;17344;18867;18893;18894;19155;36343;36599;36603;36604;36769;38522;38536;38537;42206;42257;42258;42313;42314;42316;47697;47698;49333;53918;54987;55783;62518;62523;62529;62664;62678;62851;63013;63173;63174;63177;63321;70705;72880;73738;73742;73743;73748;73842;74918;74920;75249	378.0	328.0
APP1224	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Poxviridae;-__Chordopoxvirinae;g__Orthopoxvirus;s__Vaccinia_virus	9.803206985068261e-13	1.2028474828304615e-14	7.930296335089698e-13	76.001	558;1613;1670;2057;3043;5248;10102;10378;35714;35713;51173;17399;17400;36694;62446;62447;73843;36619;36620;47787;62426;69953;69954;13555;15730;15836;15923;17233;17340;17344;18867;18893;18894;19155;23824;36343;36599;36603;36604;36769;38522;38536;38537;42206;42257;42258;42313;42314;42316;47697;47698;49333;53918;54987;55783;62518;62523;62529;62664;62678;62851;63013;63173;63174;63177;63321;70705;72880;73738;73742;73743;73748;73842;74918;74920;75249	378.0	328.0
APP1224	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;f__Orthomyxoviridae;g__Influenzavirus_A;s__Influenza_A_virus	1.3930652943738137e-08	2.563923854675731e-10	3.931299532764234e-09	52.0	93881;94675;42976;84200;84195;84207;92879;84067;64293;64292;84093;84092;84215;84150;84158;84157;47955;95783;53689;84172;84173;84165;84162;84112;84085;84076;84075;84100;84212;60874;53727;83696;83792;84000;70800;78352;12953;83687;83728;83978;81474;26884;26883;38889;22303;22304;95678;32486;84029;83232;84010;76356	378.0	328.0
APP1224	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Nairoviridae;g__Orthonairovirus;s__Kasokero_orthonairovirus	0.01026058267558586	0.0002203192599052179	0.0005850596933620534	4.002	82976;49063;49064;68748	378.0	328.0
APP1235	d__Viruses;-__dsRNA_viruses;f__Reoviridae;-__Sedoreovirinae;g__Seadornavirus;s__Banna_virus	0.0223436514403646	0.0006276306584372079	0.0011469759373154364	6.002	76171;76172;76203;76204;76244;76245	457.0	424.0
APP1235	d__Viruses;-__dsRNA_viruses;f__Reoviridae;-__Sedoreovirinae;g__Seadornavirus;s__Liao_ning_virus	0.009910147448787859	0.00025053743550306385	0.00042757798984541777	5.002	38410;76172;76203;76204;76245	457.0	424.0
APP1235	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Paramyxoviridae;g__Henipavirus;s__Hendra_henipavirus	5.613388814469079e-26	1.5767946108059212e-28	1.5767946108059212e-28	46.0	18361;18362;18363;18364;18366;18369;18370;18371;18372;18373;18375;18377;18379;18380;18382;18386;18387;18388;18389;18390;18391;18398;18400;19395;19396;19408;19441;19518;82896;33620;39725;53540;56760;56767;56768;72213;74558;74589;74590;74597;74598;76141;76142;76149;76150;78027	457.0	424.0
APP1235	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;o__Picornavirales;f__Picornaviridae;g__Cardiovirus;s__Cardiovirus_A	5.670773973978504e-18	9.557484225806468e-20	3.614754115738842e-18	43.001	93695;58959;87055;85713;85908;85907;23623;23624;37299;25092;25093;78741;79207;79285;49819;21797;63954;58799;19815;19814;85661;85660;85839;85840;41290;37300;37302;41291;50520;57933;58542;58543;58800;89007;58882;58960;87056;63935;63955;77525;78742;79266;79286	457.0	424.0
APP1235	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;o__Picornavirales;f__Picornaviridae;g__Enterovirus;-__unclassified_Enterovirus;s__Human_enterovirus	1.307673187753888e-11	2.9385914331548045e-13	2.504883898665867e-11	51.001	847;93695;58959;87055;85713;88935;85908;85907;23623;23624;37299;25092;25093;78741;79207;79285;49819;21797;63954;58799;19815;19814;85661;85660;85839;85840;41290;21578;24208;37300;37302;37929;41291;44937;50520;57933;58542;58543;58800;89007;58882;58960;87056;87063;63935;63955;77525;85897;78742;79266;79286	457.0	424.0
APP1235	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;o__Picornavirales;f__Picornaviridae;g__Enterovirus;s__Enterovirus_A	1.9069387046499518e-12	3.7495985765588936e-14	2.461177361295228e-12	59.001	847;93695;58959;87055;85713;88935;85908;85907;23623;23624;37299;25092;25093;78741;79207;79285;49819;21797;63954;58799;19815;19814;85661;85660;85839;85840;41290;95637;94604;21578;81223;24208;37300;37302;37929;81438;41291;44937;50064;50520;81384;81343;57933;58542;58543;58800;89007;58882;58960;87056;87063;63935;63955;77383;77525;85897;78742;79266;79286	457.0	424.0
APP1235	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;o__Picornavirales;f__Picornaviridae;g__Hepatovirus;s__Hepatovirus_A	3.731689233427565e-18	5.241136563802759e-20	1.6264283641380541e-18	40.001	93695;58959;87055;85713;88935;85908;85907;23623;23624;37299;25092;78741;79207;79285;49819;21797;63954;58799;19815;19814;85661;85660;85839;85840;41290;37302;41291;50519;50520;57933;58542;58543;58960;59235;63935;63955;77525;78742;79266;79286	457.0	424.0
APP1235	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;o__Picornavirales;f__Picornaviridae;g__Parechovirus;-__unclassified_Parechovirus;s__Human_parechovirus	7.151607116239473e-22	8.035513613752217e-24	3.090840546527721e-22	41.001	58959;87055;85713;85908;85907;23623;23624;37299;25092;25093;78741;79207;79285;49819;21797;63954;58799;19815;19814;85661;85660;85839;85840;41290;37300;37302;41291;50520;58542;58543;58800;89007;58960;87056;59235;63935;63955;77525;78742;79266;79286	457.0	424.0
APP1235	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;o__Picornavirales;f__Picornaviridae;g__Salivirus;-__unclassified_Salivirus;s__Salivirus_FHB	1.6820376281640714e-23	9.449649596427367e-26	4.867370518734499e-24	44.001	93695;58959;87055;85713;85908;85907;23623;23624;37299;25092;25093;78741;79207;79285;49819;21797;63954;58799;19815;19814;85661;85660;85839;85840;41290;37300;37302;41291;50520;57933;58542;58543;58800;58882;58960;87056;87063;59235;63935;63955;77525;78742;79266;79286	457.0	424.0
APP1235	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;o__Picornavirales;f__Picornaviridae;g__Salivirus;s__Salivirus_A	2.3385070525163126e-23	1.9706520105474544e-25	1.0841943335207587e-23	45.001	93695;58959;87055;85713;88935;85908;85907;23623;23624;37299;25092;25093;78741;79207;79285;49819;21797;63954;58799;19815;19814;85661;85660;85839;85840;41290;37300;37302;41291;50520;57933;58542;58543;58800;58882;58960;87056;87063;59235;63935;63955;77525;78742;79266;79286	457.0	424.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;f__Orthomyxoviridae;g__Influenzavirus_B;s__Influenza_B_virus	4.062901015551892e-09	3.7388659652318025e-11	3.7388659652318025e-11	63.0	96142;93206;68784;84271;84278;84289;47946;84294;84264;84257;84268;84285;91461;91405;91183;91184;93740;91301;91204;91197;91198;91426;91158;91157;91200;91331;91330;91306;91173;38901;94514;91401;91275;91367;51015;93452;94870;94869;91343;91342;91316;91178;96154;81758;32502;33527;84019;84043;35352;83268;81629;81655;81657;81658;81726;81602;81603;93218;81557;81681;61009;83975;94172	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Paramyxoviridae;g__Henipavirus;s__Hendra_henipavirus	1.2938031565093855e-09	7.620876375545677e-12	1.1656114162367732e-10	30.001	18361;18362;18363;18364;18372;18373;18377;18378;18379;18380;18388;18389;18397;18400;19395;19396;19408;19409;41779;42508;56757;56758;83496;74587;74588;76090;76139;76140;76156;76159	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Paramyxoviridae;g__Henipavirus;s__Nipah_henipavirus	1.2938031565093855e-09	7.93744267797169e-12	1.212524422378703e-10	30.001	18361;18362;18363;18364;18372;18373;18377;18378;18379;18380;18388;18389;18397;18400;19395;19396;19408;19409;41779;42508;56757;56758;83496;74587;74588;76090;76139;76140;76156;76159	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Dengue_virus_group;s__Dengue_virus	8.29925310273359e-08	7.094954063749076e-09	4.065967598453752e-07	55.002	9298;11293;11735;86330;86331;86344;27557;27558;28339;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;39282;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;59714;88672;74696;76290;87645	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Japanese_encephalitis_virus_group;s__Japanese_encephalitis_virus	5.3344434059359444e-08	2.8206511872305285e-09	1.0836273684805345e-07	49.002	5589;11293;23645;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Japanese_encephalitis_virus_group;s__Murray_Valley_encephalitis_virus	4.235590911903434e-08	1.6872102881219742e-09	6.031288891997496e-08	48.002	5589;11293;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Japanese_encephalitis_virus_group;s__St__Louis_encephalitis_virus	7.951596859978824e-08	5.366108310415157e-09	2.1059188305116607e-07	47.002	5589;11293;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Japanese_encephalitis_virus_group;s__Usutu_virus	4.235590911903434e-08	1.8189654222898184e-09	6.468764742264993e-08	48.002	5589;11293;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Japanese_encephalitis_virus_group;s__West_Nile_virus	5.3344434059359444e-08	3.1055073051864224e-09	1.3205753028290415e-07	50.002	5589;11293;14952;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;91813;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Kokobera_virus_group;s__Kokobera_virus	1.5381904193763532e-07	1.4626964110634035e-08	7.791205447943402e-07	47.002	5589;11293;86330;86331;86344;27557;27558;86443;86444;86466;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Ntaya_virus_group;s__Bagaza_virus	4.235590911903434e-08	1.7031686981299378e-09	6.084404474460952e-08	48.002	5589;11293;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Ntaya_virus_group;s__Ntaya_virus	4.235590911903434e-08	1.75190998446215e-09	6.246412916957717e-08	48.002	5589;11293;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Ntaya_virus_group;s__Tembusu_virus	4.235590911903434e-08	1.3136693546108645e-09	4.73574081095482e-08	49.002	5589;11293;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;56129;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Ntaya_virus_group;s__Yokose_virus	8.027000202089541e-08	5.909448001538313e-09	1.9649353745439707e-07	44.002	86330;86331;86344;27557;27558;86443;86444;86466;86222;86223;86236;86409;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Seaborne_tick_borne_virus_group;s__Meaban_virus	3.013178714013829e-08	4.621439745419983e-10	1.4509850403948374e-08	45.002	86330;86331;86344;27557;27558;86443;86444;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Yellow_fever_virus_group;s__Banzi_virus	5.3344434059359444e-08	3.109031432907452e-09	1.205268341619982e-07	46.002	86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Yellow_fever_virus_group;s__Edge_Hill_virus	8.29925310273359e-08	7.068391383587445e-09	2.4464278006463573e-07	45.002	86330;86331;86344;27557;27558;86443;86444;86466;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Yellow_fever_virus_group;s__Uganda_S_virus	5.3344434059359444e-08	3.0437572759840374e-09	1.0566221617926694e-07	46.002	86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Yellow_fever_virus_group;s__Wesselsbron_virus	3.54671773923202e-08	6.52770136054973e-10	2.3438701754172463e-08	48.002	22556;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;39282;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__Yellow_fever_virus_group;s__Yellow_fever_virus	8.722194397812432e-08	8.026559261790582e-09	4.2588911402288977e-07	46.002	86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__mosquito_borne_viruses;s__Ilheus_virus	4.235590911903434e-08	1.5645665193042157e-09	5.621847414936453e-08	48.002	5589;11293;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__mosquito_borne_viruses;s__Sepik_virus	4.235590911903434e-08	1.5153304005830623e-09	5.186575176058971e-08	47.002	86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;39282;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__unclassified_Flavivirus;s__Chaoyang_virus	8.29925310273359e-08	7.005756644741068e-09	2.5571638268495544e-07	46.002	22556;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__unclassified_Flavivirus;s__Nounane_virus	2.8195430414599467e-08	3.4595620140612845e-10	1.3617363593129792e-08	49.002	5589;11293;22556;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__unclassified_Flavivirus;s__Paraiso_Escondido_virus	8.29925310273359e-08	7.128192848973636e-09	3.6062340816967566e-07	45.002	86330;86331;86344;27557;27558;86443;86444;86466;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__unclassified_Flavivirus;s__Spondweni_virus	4.235590911903434e-08	1.464255611998583e-09	5.2852507249815694e-08	48.002	11293;22556;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;-__unclassified_Flavivirus;s__T_Ho_virus	5.5862023983328964e-08	3.598473937576406e-09	1.455454703016995e-07	47.002	5589;11293;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;s__Aroa_virus	8.430346734454096e-08	7.499388199361006e-09	4.2374428139546224e-07	47.002	11293;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;s__Kedougou_virus	8.027000202089541e-08	5.841836071931587e-09	2.1617015153545654e-07	46.002	11293;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;s__Yaounde_virus	5.350214951886658e-08	3.282340461280158e-09	1.3367228039400274e-07	47.002	5589;11293;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;86634;74696	626.0	583.0
APP1307	d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;f__Flaviviridae;g__Flavivirus;s__Zika_virus	4.33912210829352e-08	1.9965285774356688e-09	7.416186059824628e-08	49.002	5589;11293;12301;86330;86331;86344;27557;27558;86443;86444;86466;86467;86222;86223;86236;86409;86416;33149;33153;33154;86109;86582;89159;37677;37678;37730;37776;40378;40379;86000;40714;40715;40750;40751;41476;41477;41496;41517;41518;86178;86194;86289;86290;89221;89222;49972;49973;86634;74696	626.0	583.0
APP1308	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_A	0.002374503360664598	0.00019605991051359069	0.00028420602966191936	24.003	9153;22976;16138;31225;31226;31241;21319;21320;16908;17006;21346;21349;21371;21372;22721;31297;31329;43196;44552;44585;54447;54479;58414;66247	271.0	244.0
APP1308	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_B	0.0011029957131282854	6.898260510303387e-05	8.513153748950799e-05	27.003	9153;22976;16138;31225;31226;31241;21319;21320;16171;16172;16908;17006;21346;21349;21371;21372;22721;31297;31329;41854;43196;44552;44585;54447;54479;58414;66247	271.0	244.0
APP1308	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_C	0.00122318022373211	8.97746953197879e-05	0.00011764937691487542	26.003	95872;9153;22976;16138;31225;31226;31241;21319;21320;16908;17006;21346;21349;21371;21372;22721;31297;31329;43196;44552;44585;54447;54479;58414;66247;77034	271.0	244.0
APP1308	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_D	0.0048088935231062144	0.0004264767956271566	0.0006157528019053844	25.003	9153;22976;16138;31225;31226;31241;21319;21320;16171;16172;16908;17006;21346;21349;21371;21372;22721;31297;31329;43196;44552;44585;54479;58414;66247	271.0	244.0
APP1308	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_E	0.0012645132959857072	9.667532843927424e-05	0.00014493675013407074	26.003	9153;22976;16138;31225;31226;31241;21319;21320;16171;16172;16908;17006;21346;21349;21371;21372;22721;31297;31329;43196;44552;44585;54447;54479;58414;66247	271.0	244.0
APP1308	d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_F	0.0011029957131282854	7.083458708163302e-05	9.170118138106636e-05	24.003	9153;22976;16138;31225;31226;31241;21319;21320;16908;17006;21346;21349;21371;21372;22721;31297;31329;43196;44552;44585;54447;54479;58414;66247	271.0	244.0
