Run_ID,ID,Species,Sex,Age_cat,Age_tooth,Mass,Forearm,MF_resid,Zoonotic,Virus,virus_family,virus_genus,virus_species,Raw p-value,Orig p-value,Assigned counts,Assigned peptides,Total sample hits,Total filtered sample hits,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus,Papillomaviridae,unclassified_Papillomaviridae,Human_papillomavirus,4.76E-05,8.90E-05,31.001,5401;20570;20547;39859;39860;39861;22657;22656;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;66920;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_140,Papillomaviridae,unclassified_Papillomaviridae,Human_papillomavirus_type_140,1.33E-05,2.52E-05,30.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;67019;67143;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_155,Papillomaviridae,unclassified_Papillomaviridae,Human_papillomavirus_type_155,4.37E-05,7.96E-05,29.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;39035;43393;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_179,Papillomaviridae,unclassified_Papillomaviridae,Human_papillomavirus_type_179,6.04E-06,1.18E-05,31.001,5401;7457;20570;20547;39859;39860;39861;22657;22656;20626;24939;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;-__unclassified_Papillomaviridae;-__Human_papillomavirus_types;s__Human_papillomavirus_type_197,Papillomaviridae,unclassified_Papillomaviridae,Human_papillomavirus_type_197,2.44E-05,4.50E-05,29.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;67019;67143;67388;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Alphapapillomavirus;s__Alphapapillomavirus_3,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_3,8.05E-07,8.05E-07,39,5401;7457;20570;20547;39859;39860;39861;22657;22656;20626;24939;30798;35232;39035;39849;39940;43393;43690;43691;43888;44343;45053;45068;45398;45430;49534;50700;64357;64379;64399;67019;67143;67336;67337;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Betapapillomavirus;-__unclassified_Betapapillomavirus;s__Colobus_monkey_papillomavirus,Papillomaviridae,Betapapillomavirus,Colobus_monkey_papillomavirus,9.65E-06,1.90E-05,32.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;66920;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Betapapillomavirus;s__Betapapillomavirus_4,Papillomaviridae,Betapapillomavirus,Betapapillomavirus_4,1.42E-05,2.77E-05,32.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;66920;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Betapapillomavirus;s__Betapapillomavirus_6,Papillomaviridae,Betapapillomavirus,Betapapillomavirus_6,2.04E-05,3.95E-05,32.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;66920;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;-__unclassified_Gammapapillomavirus;s__Human_papillomavirus_KC5,Papillomaviridae,Gammapapillomavirus,Human_papillomavirus_KC5,7.18E-06,1.40E-05,31.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;66920;67019;67143;67388;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_1,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_1,1.55E-05,3.02E-05,32.001,5401;7457;20570;20547;39859;39860;39861;22657;22656;20626;24939;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;66920;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_10,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_10,1.67E-05,3.24E-05,32.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;66920;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_12,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_12,2.08E-05,4.02E-05,32.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;66920;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_14,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_14,1.97E-05,3.71E-05,30.001,5401;7457;20570;20547;39859;39860;39861;22657;22656;24939;39035;43393;45053;45068;45398;45429;45430;49533;49534;49697;50700;64399;66920;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_18,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_18,5.93E-06,1.16E-05,31.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_19,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_19,2.42E-06,4.99E-06,33.001,5401;7457;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;66920;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_20,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_20,1.29E-05,2.45E-05,30.001,5401;7457;20570;20547;39859;39860;39861;22657;22656;24939;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_21,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_21,1.14E-05,2.18E-05,30.001,5401;20570;20547;39859;39860;39861;22657;22656;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_22,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_22,1.14E-05,2.18E-05,30.001,5401;20570;20547;39859;39860;39861;22657;22656;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_24,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_24,2.92E-05,5.36E-05,29.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;67019;67143;67388;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_4,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_4,6.57E-06,1.29E-05,31.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_6,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_6,3.54E-06,7.12E-06,32.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64379;64399;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Papillomaviridae;g__Gammapapillomavirus;s__Gammapapillomavirus_8,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus_8,2.11E-05,4.01E-05,31.001,5401;20570;20547;39859;39860;39861;22657;22656;20626;24939;35232;39035;43393;45053;45068;45398;45429;45430;49533;49534;49696;49697;50700;64399;67019;67143;67388;67389;68250;68922;76415,324,303,
APP1983,Pa66,Pteropus alecto,F,Adult,1,655,170,,NO,d__Viruses;-__unclassified_viruses;s__Husavirus_sp_,unclassified_family,Husavirus,Husavirus_sp,0.003442825,0.003876718,4.002,16601;16602;21722;58535,324,303,
APP1984,Pa67,Pteropus alecto,M,Adult,6,850,175,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;f__Orthomyxoviridae;g__Influenzavirus_C;s__Influenza_C_virus,Orthomyxoviridae,Influenzavirus_C,Influenza_C_virus,2.86E-20,2.86E-20,30.001,81823;81865;81882;81901;81925;81940;81941;81975;81984;81990;81991;93010;93011;93513;93514;93780;94037;94038;94065;94125;94186;94187;94212;94213;94658;94726;94727;94779;95727;95728,191,168,
APP1984,Pa67,Pteropus alecto,M,Adult,6,850,175,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_positive_strand_viruses__no_DNA_stage;o__Nidovirales;f__Coronaviridae;-__Coronavirinae;g__Betacoronavirus;s__Human_coronavirus_HKU1,Coronaviridae,Betacoronavirus,Human_coronavirus_HKU1,9.14E-16,9.14E-16,32.001,52250;74391;81823;81865;81882;81901;81925;81940;81941;81975;81984;81990;81991;93010;93011;93513;93514;93780;94037;94038;94065;94125;94186;94187;94212;94213;94658;94726;94727;94779;95727;95728,191,168,
APP1985,Pa68,Pteropus alecto,F,Adult,5,640,160,,NO,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Mononegavirales;f__Pneumoviridae;g__Metapneumovirus;s__Human_metapneumovirus,Pneumoviridae,Metapneumovirus,Human_metapneumovirus,6.97E-05,6.97E-05,11.001,13041;13042;22248;22249;32427;32428;56626;56627;80280;82226;82227,473,442,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_A,Adenoviridae,Mastadenovirus,Human_mastadenovirus_A,2.96E-08,4.47E-08,39.001,10808;5563;58436;44832;12236;12237;12250;12251;15363;15382;15383;16150;16653;16883;16924;16994;17023;18594;18595;21345;21346;21453;31242;43083;44480;44481;44593;44594;44824;44825;54289;54391;54519;55563;59971;59972;61574;64869;76584,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_B,Adenoviridae,Mastadenovirus,Human_mastadenovirus_B,2.30E-08,2.51E-08,42.001,10808;1209;5563;58436;44832;12236;12237;12250;12251;15363;15382;15383;16150;16653;16654;16883;16924;16994;17023;18595;21345;21346;21453;31242;36678;43083;44480;44481;44593;44594;44824;44825;54289;54391;54519;55563;59971;59972;61574;64869;76584;84076,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_C,Adenoviridae,Mastadenovirus,Human_mastadenovirus_C,1.44E-07,2.14E-07,39.001,10808;5563;58436;44832;12236;12237;12250;12251;15363;15382;15383;16150;16653;16883;16924;16994;17023;18594;18595;21345;21346;21453;31242;43083;44480;44481;44593;44594;44824;44825;54289;54391;54519;55563;59971;59972;61574;64869;76584,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_D,Adenoviridae,Mastadenovirus,Human_mastadenovirus_D,2.98E-08,3.87E-08,42.001,10808;5563;58436;44832;12236;12237;12250;12251;13743;15363;15382;15383;16150;16653;16654;16883;16924;16994;17023;18594;18595;21345;21346;21453;22746;31242;43083;44480;44481;44593;44594;44824;44825;54289;54519;55563;59971;59972;61574;64869;71211;76584,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_E,Adenoviridae,Mastadenovirus,Human_mastadenovirus_E,1.31E-08,1.31E-08,42.001,10808;1209;5563;58436;44832;12236;12237;12250;12251;15363;15382;15383;16150;16653;16654;16883;16924;16994;17023;18594;18595;21345;21346;21453;31242;43083;44480;44481;44593;44594;44824;44825;54289;54391;54519;55563;59971;59972;61574;64869;71211;76584,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_F,Adenoviridae,Mastadenovirus,Human_mastadenovirus_F,1.85E-08,1.85E-08,38.001,10808;5563;58436;44832;12236;12237;12250;12251;15363;15382;15383;16150;16653;16883;16994;17023;17159;18595;21345;21346;21453;31242;43083;44480;44481;44593;44594;44824;44825;54289;54391;54519;55563;59971;59972;61574;64869;76584,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Human_mastadenovirus_G,Adenoviridae,Mastadenovirus,Human_mastadenovirus_G,5.20E-09,5.20E-09,40.001,10808;5563;58436;44832;12236;12237;12250;12251;15363;15382;15383;16150;16653;16883;16924;16994;17023;18594;18595;21345;21346;21453;31242;43083;44480;44481;44593;44594;44824;44825;54289;54391;54519;55563;59971;59972;61574;64869;71211;76584,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Adenoviridae;g__Mastadenovirus;s__Platyrrhini_mastadenovirus_A,Adenoviridae,Mastadenovirus,Platyrrhini_mastadenovirus_A,4.30E-09,4.30E-09,35.001,10808;5563;58436;44832;12236;12237;12250;12251;15363;15382;15383;16150;16653;16883;16994;17023;18595;21345;21346;21453;31242;43083;44480;44481;44593;44594;44824;44825;54289;54519;55563;59971;61574;64869;76584,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;-__unclassified_Orthohantavirus;-__unclassified_Hantavirus;s__Hantavirus_Z10,Hantaviridae,Orthohantavirus,Hantavirus_Z10,3.02E-05,3.46E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Bowe_orthohantavirus,Hantaviridae,Orthohantavirus,Bowe_orthohantavirus,2.90E-05,3.33E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Bruges_orthohantavirus,Hantaviridae,Orthohantavirus,Bruges_orthohantavirus,3.05E-05,3.51E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Cao_Bang_orthohantavirus,Hantaviridae,Orthohantavirus,Cao_Bang_orthohantavirus,1.98E-07,2.38E-07,14.002,64007;82145;53660;37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Dobrava_Belgrade_orthohantavirus,Hantaviridae,Orthohantavirus,Dobrava_Belgrade_orthohantavirus,5.42E-05,6.20E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Fugong_orthohantavirus,Hantaviridae,Orthohantavirus,Fugong_orthohantavirus,3.30E-05,3.79E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Hantaan_orthohantavirus,Hantaviridae,Orthohantavirus,Hantaan_orthohantavirus,3.34E-05,3.84E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Jeju_orthohantavirus,Hantaviridae,Orthohantavirus,Jeju_orthohantavirus,2.54E-05,2.92E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Montano_orthohantavirus,Hantaviridae,Orthohantavirus,Montano_orthohantavirus,3.22E-05,3.69E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Nova_orthohantavirus,Hantaviridae,Orthohantavirus,Nova_orthohantavirus,2.08E-05,2.39E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Puumala_orthohantavirus,Hantaviridae,Orthohantavirus,Puumala_orthohantavirus,3.80E-05,4.35E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Quezon_orthohantavirus,Hantaviridae,Orthohantavirus,Quezon_orthohantavirus,1.53E-05,1.76E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Seoul_orthohantavirus,Hantaviridae,Orthohantavirus,Seoul_orthohantavirus,2.68E-05,3.08E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Sin_Nombre_orthohantavirus,Hantaviridae,Orthohantavirus,Sin_Nombre_orthohantavirus,3.09E-05,3.55E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,YES,d__Viruses;-__ssRNA_viruses;-__ssRNA_negative_strand_viruses;o__Bunyavirales;f__Hantaviridae;g__Orthohantavirus;s__Tula_orthohantavirus,Hantaviridae,Orthohantavirus,Tula_orthohantavirus,3.61E-05,4.14E-05,11.002,37226;37227;38153;39842;41021;68753;80564;80565;80617;80618;80626,355,330,
APP1986,Pa69,Pteropus alecto,M,Adult,4,890,175,,NO,d__Viruses;g__Deltavirus;s__Hepatitis_delta_virus,unclassified_family,Deltavirus,Hepatitis_delta_virus,0.000155178,0.000176997,11,71790;71783;12557;53656;64007;82145;53660;27969;12562;15383;75478,355,330,
APP1987,Pa70,Pteropus alecto,M,Adult,5,905,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Polyomaviridae;-__unclassified_Polyomaviridae;s__KI_polyomavirus,Polyomaviridae,unclassified_Polyomaviridae,KI_polyomavirus,3.67E-08,3.67E-08,10.001,407;436;56040;56041;56039;68932;20363;20364;20362;20404,333,307,
APP1987,Pa70,Pteropus alecto,M,Adult,5,905,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Polyomaviridae;-__unclassified_Polyomaviridae;s__MW_polyomavirus,Polyomaviridae,unclassified_Polyomaviridae,MW_polyomavirus,8.52E-07,8.52E-07,9.001,436;56040;56041;56039;68932;20363;20364;20362;20404,333,307,
APP1987,Pa70,Pteropus alecto,M,Adult,5,905,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Polyomaviridae;-__unclassified_Polyomaviridae;s__STL_polyomavirus,Polyomaviridae,unclassified_Polyomaviridae,STL_polyomavirus,3.55E-07,3.55E-07,9.001,436;56040;56041;56039;68932;20363;20364;20362;20404,333,307,
APP1987,Pa70,Pteropus alecto,M,Adult,5,905,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Polyomaviridae;-__unclassified_Polyomaviridae;s__Trichodysplasia_spinulosa_associated_polyomavirus,Polyomaviridae,unclassified_Polyomaviridae,Trichodysplasia_spinulosa_associated_polyomavirus,3.54E-06,3.54E-06,9.001,436;56040;56041;56039;68932;20363;20364;20362;20404,333,307,
APP1987,Pa70,Pteropus alecto,M,Adult,5,905,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Polyomaviridae;g__Betapolyomavirus;s__Human_polyomavirus_1,Polyomaviridae,Betapolyomavirus,Human_polyomavirus_1,2.77E-06,2.77E-06,9.001,436;56040;56041;56039;68932;20363;20364;20362;20404,333,307,
APP1987,Pa70,Pteropus alecto,M,Adult,5,905,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Polyomaviridae;g__Betapolyomavirus;s__Human_polyomavirus_2,Polyomaviridae,Betapolyomavirus,Human_polyomavirus_2,5.08E-06,5.08E-06,9.001,436;56040;56041;56039;68932;20363;20364;20362;20404,333,307,
APP1987,Pa70,Pteropus alecto,M,Adult,5,905,170,,NO,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Polyomaviridae;g__Betapolyomavirus;s__Human_polyomavirus_4,Polyomaviridae,Betapolyomavirus,Human_polyomavirus_4,9.87E-08,9.87E-08,10.001,407;436;56040;56041;56039;68932;20363;20364;20362;20404,333,307,
APP1987,Pa70,Pteropus alecto,M,Adult,5,905,170,,YES,d__Viruses;-__dsDNA_viruses__no_RNA_stage;f__Polyomaviridae;g__Betapolyomavirus;s__Macaca_mulatta_polyomavirus_1,Polyomaviridae,Betapolyomavirus,Macaca_mulatta_polyomavirus_1,2.41E-06,2.41E-06,9.001,436;56040;56041;56039;68932;20363;20364;20362;20404,333,307,
